id	sha256	pages	acquired_on	source_url	publisher	rights_status	acquisition_status	resolved_title	resolved_author
marcus-aurelius-meditations	5dcaf98c0147ebbccc59a32293b28ffbf80b6c9e5114b192ff5c5b7023bea22f	145	2026-08-16	https://www.gutenberg.org/ebooks/2680	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Meditations	Marcus Aurelius, Emperor of Rome
epictetus-enchiridion	9ac3cb96f5bd0e21005b6e9ffe8708610246c2bd89da2c1540a96ebcbe0b90c4	36	2026-08-16	https://www.gutenberg.org/ebooks/45109	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Enchiridion	Epictetus
epictetus-discourses	372d2e4b11833073c8eeddd4d6bcc62ebec8f57645a059404d2a2f24bf8fe18b	115	2026-08-16	https://www.gutenberg.org/ebooks/10661	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	A Selection from the Discourses of Epictetus with the Encheiridion	Epictetus
seneca-moral-letters	20a7275a47df59807d987f8e08eb21fd3813c1e3316878f0f3f215a7067c8510	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Moral+letters+Seneca+Lucilius	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Moral Letters to Lucilius	Seneca
aristotle-nicomachean-ethics	9d8b099791b67413e1cbf9465a9bb8323e00ff3b242358674a6ac655bd96137d	245	2026-08-16	https://www.gutenberg.org/ebooks/8438	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Nicomachean ethics of Aristotle	Aristotle
epicurus-principal-doctrines	3cdd37921bd72031d6bbcb9e6788861583cb3598449b6e5550325cb05c5bdeb1	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Principal+Doctrines+Epicurus	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Principal Doctrines	Epicurus
epicurus-letter-menoeceus	3126f1b6d1305e145e33f7cf7e72e3f9d9e4ddbbdf04fc0528db5cc38f263f65	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Letter+to+Menoeceus+Epicurus	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Letter to Menoeceus	Epicurus
cicero-on-duties	0257d8e51dbb9a75babeca43b7aadd90d21f04de073680ce3c16c635a9e8833c	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=On+Duties+Cicero	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	On Duties	Cicero
plutarch-moralia	05dc3eed9b0806b0e68f0a93b0fedea0c86caaf55348e548da9f1fdd9516fda0	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Plutarch+Morals+Moralia	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Moralia	Plutarch
boethius-consolation	0af2fc0c3c70cc089443c74dc2afa021e5979267c2ccfe13dcd16539ad19e45b	119	2026-08-16	https://www.gutenberg.org/ebooks/14328	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Consolation of Philosophy	Boethius
mill-utilitarianism	323be69ca548b4f8b2d649f51101b76cd31a494b94f18e6e5970b922d4aa1520	59	2026-08-16	https://www.gutenberg.org/ebooks/11224	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Utilitarianism	Mill, John Stuart
sidgwick-methods-ethics	67fe3c6e8d7eef8a4049463cfcadfb86c8e23e5c9953363f717aba8f80e346e0	458	2026-08-16	https://www.gutenberg.org/ebooks/46743	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Methods of Ethics	Sidgwick, Henry
plato-republic	d4dbc3f15ab7540ffb94dcae5a9d7423a9173bc04d2ad9b4276aa349193b60e7	499	2026-08-16	https://www.gutenberg.org/ebooks/1497	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Republic	Plato
plato-laws	5de07af4c1eb36572ab61926af567933944b49b915f7fc4eec94f4a82ea85f1d	456	2026-08-16	https://www.gutenberg.org/ebooks/1750	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Laws	Plato
plato-statesman	227e1dfa8fac28a538e52bdf5719a512e2005339ab0c3f8c5ca5a9e2b5bd3222	103	2026-08-16	https://www.gutenberg.org/ebooks/1738	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Statesman	Plato
aristotle-politics	25a756012b4f0c8782bf1099722d56496e16a76dc524101e53ad0fa04ed3deeb	203	2026-08-16	https://www.gutenberg.org/ebooks/6762	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Politics: A Treatise on Government	Aristotle
aristotle-athenian-constitution	3efe31414f9eeec2c51ecb86e447357052089a488e1f880baa091da1c92ada7a	59	2026-08-16	https://www.gutenberg.org/ebooks/26095	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Athenian Constitution	Aristotle
more-utopia	2132fc1e7ab1a2f7f80e34d0fb6eb470da9891620c805483f3eb76988d332ff0	82	2026-08-16	https://www.gutenberg.org/ebooks/2130	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Utopia	More, Thomas, Saint
machiavelli-prince	7f81aadd2fefb3f1df226c3d95b58b01fceb5d370f57163b037289b91d36ba43	104	2026-08-16	https://www.gutenberg.org/ebooks/1232	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Prince	Machiavelli, Niccolò
machiavelli-discourses	169b9e39cdc94b77aef8cf07667fcc6d5ca981a9f1e5f43b5389e8db4f5e93a7	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Discourses+on+Livy+Machiavelli	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Discourses on Livy	Niccolo Machiavelli
hobbes-leviathan	b88c9c87cb90e53cc61e2129487f401023b15ff9177d3f428b14dae5427e63d6	461	2026-08-16	https://www.gutenberg.org/ebooks/3207	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Leviathan	Hobbes, Thomas
locke-two-treatises	9b7965553a12a8acdcd141eb499b36d0fafe82da10775f58a74acc35d51efec6	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Two+Treatises+of+Government+Locke	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Two Treatises of Government	John Locke
montesquieu-spirit-laws	9f593d227e3f93a8638c6ebe7e2ae0384ef422c1f4830dfa97cb5a667adfbc2e	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Spirit+of+Laws+Montesquieu	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	The Spirit of Laws	Montesquieu
rousseau-social-contract	15c4a665b998dfd86538340aa14db7040799e1890b53cf7a5e717dd9e1166b5d	253	2026-08-16	https://www.gutenberg.org/ebooks/46333	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The social contract & discourses	Rousseau, Jean-Jacques
rousseau-inequality	4f4ddd0790f414cd2522d4b3476cc4c0f0afb1f730226f91f2d5d9d963ebd062	58	2026-08-16	https://www.gutenberg.org/ebooks/11136	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind	Rousseau, Jean-Jacques
burke-reflections	a13b58908e7484402de3e843237641fd41fe743620fa79cb35339aafd1821caa	1	2026-08-16	https://www.gutenberg.org/ebooks/search/?query=Reflections+Revolution+France+Burke	WAYKEEPER	SOURCE REVIEW REQUIRED / NO FULL TEXT INSTALLED	source-review	Reflections on the Revolution in France	Edmund Burke
paine-common-sense	baee98ee27e4311f214ea0e7442a9f24b2c96ca5c8cb53c7614d8393c93772e7	54	2026-08-16	https://www.gutenberg.org/ebooks/147	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	Common Sense	Paine, Thomas
paine-rights-man	0dfe6b62576c03d3ea6b3b8b970b87289e9e3ee85cb7a96f3909593e48d71291	197	2026-08-16	https://www.gutenberg.org/ebooks/3742	Project Gutenberg	PROJECT GUTENBERG PUBLIC-DOMAIN EDITION	full-text	The Writings of Thomas Paine — Volume 2 (1779-1792): The Rights of Man	Paine, Thomas
